Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Diplodactylus conspicillatus Lucas & Frost, 1897",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Diplodactylus laevis (Sternfeld, 1924)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Diplodactylus savagei Kluge, 1963",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Diplostraca,,Animalia,Arthropoda,Branchiopoda,Diplostraca,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Diporiphora valens Storr, 1979",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Diporiphora vescus Doughty, Kealley & Donnellan, 2012",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Diptera,,Animalia,Arthropoda,Insecta,Diptera,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Dytiscidae,,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Ecnomidae,,Animalia,Arthropoda,Insecta,Trichoptera,Ecnomidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Ectyche Pascoe, 1869",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,uncertain,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Egernia depressa (Günther, 1875)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Egernia formosa Fry, 1914",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Egretta novaehollandiae (Latham, 1790)",,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Elaphoidella humphreysi Karanovic, 2006",,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Canthocamptidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Elseyornis melanops (Vieillot, 1818)",,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Emblema pictum Gould, 1842",,Animalia,Chordata,Aves,Passeriformes,Estrildidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Enchytraeus Henle, 1837",,Animalia,Annelida,Oligochaeta,Tubificida,Enchytraeidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Encoptarthria Main, 1954",,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Enochrus (Methydrus) elongatulus (W. J. Macleay, 1871)",,Animalia,Arthropoda,Insecta,Coleoptera,"Hydrophilidae Latreille, 1802",,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Ephippiorhynchus asiaticus (Latham, 1790)",,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Ephippiorhynchus asiaticus australis (Shaw, 1800)",,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Epthianura tricolor Gould, 1841",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Equus africanus asinus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Eremiascincus pallidus Günther, 1875",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Eremiascincus richardsonii (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Ethmostigmus curtipes L. E. Koch, 1983",,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Eurostopodus argus Hartert, 1892",,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Euryscaphus waterhousei (Macleay, 1864)",,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Falco berigora Vigors & Horsfield, 1827",,Animalia,Chordata,Aves,Falconiformes,Falconidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Falco berigora berigora Vigors & Horsfield, 1827",,Animalia,Chordata,Aves,Falconiformes,Falconidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Falco cenchroides Vigors & Horsfield, 1827",,Animalia,Chordata,Aves,Falconiformes,Falconidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Falco hypoleucos Gould, 1841",VU,Animalia,Chordata,Aves,Falconiformes,Falconidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Felis catus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Carnivora,Felidae,alien,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Formicidae Latreille, 1809",,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Fulica atra Linnaeus, 1758",,Animalia,Chordata,Aves,Gruiformes,Rallidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Furina ornata (Gray, 1842)",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Gamasomorphinae,,Animalia,Arthropoda,Arachnida,Araneae,Oonopidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gavicalis virescens (Vieillot, 1817)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gavicalis virescens virescens Vieillot, 1817",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra macra Doughty, Bauer, Pepper & Keogh, 2018",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra media Doughty, Bauer, Pepper & Keogh, 2018",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra micra Doughty, Bauer, Pepper, Keogh & Ellis, 2018",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra punctata (Fry, 1914)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra variegata (Duméril & Bibron, 1836)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Geopelia cuneata (Latham, 1802)",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Geopelia striata (Linnaeus, 1766)",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Geophaps plumifera Gould, 1842",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Geophaps plumifera ferruginea (Gould, 1865)",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Gerridae,,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gigadema sulcatum (Macleay, 1864)",,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Gminatus,,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gnathaphanus multipunctatus (Macleay, 1888)",,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Gomphidae,,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gonocephalum Solier, 1834",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,mixed,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gowidon longirostris (Boulenger, 1883)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Grallina cyanoleuca (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Monarchidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Grayenulla Żabka, 1992",,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Gymnorhina tibicen (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Artamidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Haliastur sphenurus (Vieillot, 1818)",,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Haliplus testudo Clark, 1862",,Animalia,Arthropoda,Insecta,Coleoptera,"Haliplidae Aubé, 1836",,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Hamirostra isura (Gould, 1838)",,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heliocheilus cladotus Swinhoe, 1901",,Animalia,Arthropoda,Insecta,Lepidoptera,"Noctuidae Latreille, 1809",,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heliocheilus cramboides (Guenée, 1852)",,Animalia,Arthropoda,Insecta,Lepidoptera,"Noctuidae Latreille, 1809",,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heliothis punctifera Walker, 1857",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Hemicloea Thorell, 1870",,Animalia,Arthropoda,Arachnida,Araneae,Trochanteriidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Hemiptera,,Animalia,Arthropoda,Insecta,Hemiptera,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heteronotia binoei (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heteronotia spelea (Kluge, 1963)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heteronyx Guérin-Méneville, 1831",,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,mixed,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heteronyx mimus Blackburn, 1890",,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heteronyx parvulus Macleay, 1888",,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heteroscenes pallidus (Latham, 1802)",,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Heterotermes ferox (Froggatt, 1898)",,Animalia,Arthropoda,Insecta,"Blattodea Brunner von Wattenwyl, 1882",Rhinotermitidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Hieraaetus morphnoides (Gould, 1841)",,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Hydraenidae,,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Hydrophilidae Latreille, 1802",,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Hydrovatus nigrita Sharp, 1882",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Hypaulax Bates, 1868",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,mixed,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Hypotaenidia philippensis (Linnaeus, 1766)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Indolpium Hoff, 1945",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Olpiidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Isopedella tindalei Hirst, 1993",,Animalia,Arthropoda,Arachnida,"Araneae Clerck, 1757","Sparassidae Bertkau, 1872",,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lagorchestes conspicillatus leichardti Gould, 1853",P4,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lalage tricolor (Swainson, 1825)",,Animalia,Chordata,Aves,Passeriformes,Campephagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lamponina scutata (Strand, 1913)",,Animalia,Arthropoda,Arachnida,Araneae,Lamponidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Leptoceridae,,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lerista bipes (Fischer, 1882)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lerista clara Smith & Adams, 2007",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lerista jacksoni Smith & Adams, 2007",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lerista muelleri (Fischer, 1881)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lerista verhmens Smith & Adams, 2007",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lialis burtonis Gray, 1835",,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Liasis olivaceus (Gray, 1842)",,Animalia,Chordata,Reptilia,Squamata,Pythonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Liasis olivaceus barroni Smith, 1981",VU,Animalia,Chordata,Reptilia,Squamata,Pythonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Libellulidae,,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lichmera indistincta (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Limnogonus fossarum gilguy Andersen & Weir, 1997",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Liopholis striata (Sternfeld, 1919)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Liparochrus carnei Paulian, 1980",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Liparochrus rufus Blackburn, 1892",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Litoria rubella Gray, 1842",,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Lucasium,,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium stenodactylus (Boulenger, 1896)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium wombeyi (Storr, 1978)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium woodwardi (Fry, 1914)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Lychas C.L. Koch, 1845",,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Macroderma gigas (Dobson, 1880)",VU,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Macrotis lagotis (Reid, 1837)",VU,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Malurus lamberti Vigors & Horsfield, 1827",SPLIT,Animalia,Chordata,Aves,Passeriformes,Maluridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Malurus leucopterus Dumont, 1824",,Animalia,Chordata,Aves,Passeriformes,Maluridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Malurus leucopterus leuconotus Gould, 1865",,Animalia,Chordata,Aves,Passeriformes,Maluridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Manorina flavigula (Gould, 1840)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Mastotermes darwiniensis Froggatt, 1897",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Melanozosteria picea (Princis, 1954)",,Animalia,Arthropoda,Insecta,"Blattodea Brunner von Wattenwyl, 1882",Blattidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Melanozosteria zonata (Princis, 1954)",,Animalia,Arthropoda,Insecta,"Blattodea Brunner von Wattenwyl, 1882",Blattidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Melithreptus gularis (Gould, 1837)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Melitidae,,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Melopsittacus undulatus (Shaw, 1805)",,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Menetia greyii Gray, 1845",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Meridiescandona lucerna Karanovic, 2003",,Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Merops ornatus Latham, 1802",,Animalia,Chordata,Aves,Coraciiformes,Meropidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Metistete Pascoe, 1866",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Microcerberidae,,Animalia,Arthropoda,Malacostraca,Isopoda,Microcerberidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Microcerotermes serratus (Froggatt, 1898)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Mictis profana (Fabricius, 1803)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Mirafra javanica Horsfield, 1821",,Animalia,Chordata,Aves,Passeriformes,Alaudidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Miturga Thorell, 1870",,Animalia,Arthropoda,Arachnida,Araneae,Miturgidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Morethia ruficauda (Lucas & Frost, 1895)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Morethia ruficauda exquisita Storr, 1973",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Munduala typica Distant, 1910",,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Mythicomyiinae,,Animalia,Arthropoda,Insecta,Diptera,"Bombyliidae Latreille, 1802",,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Nasutitermes centraliensis (Hill, 1925)",,Animalia,Arthropoda,Insecta,"Blattodea Brunner von Wattenwyl, 1882",Termitidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Nedsia,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hadziidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Neosparassus Hogg, 1903",,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Nephrurus levis DeVis, 1886",,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
